2014-12-02	1.745	1.995	0.81
2014-12-03	1.758	2.008	0.75
2014-12-04	1.778	2.028	1.14
2014-12-05	1.722	1.972	-3.15
2014-12-08	1.698	1.948	-1.39
2014-12-09	1.598	1.848	-5.89
2014-12-10	1.641	1.891	2.69
2014-12-11	1.656	1.906	0.91
2014-12-12	1.713	1.963	3.44
2014-12-15	1.768	2.018	3.21
2014-12-16	1.756	2.006	-0.68
2014-12-17	1.736	1.986	-1.14
2014-12-18	1.736	1.986	0.0
2014-12-19	1.715	1.965	-1.21
2014-12-22	1.619	1.869	-5.6
2014-12-23	1.592	1.842	-1.67
2014-12-24	1.622	1.872	1.88
2014-12-25	1.639	1.889	1.05
2014-12-26	1.648	1.898	0.55
2014-12-29	1.604	1.854	-2.67
2014-12-30	1.569	1.819	-2.18
2014-12-31	1.575	1.825	0.38
2015-01-05	1.577	1.827	0.13
2015-01-06	1.63	1.88	3.36
2015-01-07	1.645	1.895	0.92
2015-01-08	1.653	1.903	0.49
2015-01-09	1.646	1.896	-0.42
2015-01-12	1.676	1.926	1.82
2015-01-13	1.712	1.962	2.15
2015-01-14	1.688	1.938	-1.4
2015-01-15	1.698	1.948	0.59
2015-01-16	1.758	2.008	3.53
2015-01-19	1.746	1.996	-0.68
2015-01-20	1.819	2.069	4.18
2015-01-21	1.869	2.119	2.75
2015-01-22	1.874	2.124	0.27
2015-01-23	1.828	2.078	-2.45
2015-01-26	1.864	2.114	1.97
2015-01-27	1.881	2.131	0.91
2015-01-28	1.861	2.111	-1.06
2015-01-29	1.854	2.104	-0.38
2015-01-30	1.807	2.057	-2.54
2015-02-02	1.828	2.078	1.16
2015-02-03	1.913	2.163	4.65
2015-02-04	1.941	2.191	1.46
2015-02-05	1.995	2.245	2.78
2015-02-06	1.938	2.188	-2.86
2015-02-09	1.927	2.177	-0.57
2015-02-10	1.989	2.239	3.22
2015-02-11	2.046	2.296	2.87
2015-02-12	2.059	2.309	0.64
2015-02-13	2.112	2.362	2.57
2015-02-16	2.206	2.456	4.45
2015-02-17	2.259	2.509	2.4
2015-02-25	2.219	2.469	-1.77
2015-02-26	2.225	2.475	0.27
2015-02-27	2.265	2.515	1.8
2015-03-02	2.322	2.572	2.52
2015-03-03	2.288	2.538	-1.46
2015-03-04	2.338	2.588	2.19
2015-03-05	2.341	2.591	0.13
2015-03-06	2.27	2.52	-3.03
2015-03-09	2.31	2.56	1.76
2015-03-10	2.374	2.624	2.77
2015-03-11	2.358	2.608	-0.67
2015-03-12	2.346	2.596	-0.51
2015-03-13	2.41	2.66	2.73
2015-03-16	2.51	2.76	4.15
2015-03-17	2.504	2.754	-0.24
2015-03-18	2.531	2.781	1.08
2015-03-19	2.536	2.786	0.2
2015-03-20	2.6	2.85	2.52
2015-03-23	2.719	2.969	4.58
2015-03-24	2.814	3.064	3.49
2015-03-25	2.861	3.111	1.67
2015-03-26	2.757	3.007	-3.64
