2014-12-02	1.078	1.664	7.8
2014-12-03	1.081	1.667	0.28
2014-12-04	1.177	1.763	8.88
2014-12-05	1.238	1.824	5.18
2014-12-08	1.337	1.923	8.0
2014-12-09	1.277	1.863	-4.49
2014-12-10	1.28	1.866	0.23
2014-12-11	1.199	1.785	-6.33
2014-12-12	1.223	1.809	2.0
2014-12-15	1.256	1.842	2.7
2014-12-16	1.367	1.953	8.84
2014-12-17	1.426	2.012	4.32
2014-12-18	1.365	1.951	-4.28
2014-12-19	1.354	1.94	-0.81
2014-12-22	1.332	1.918	-1.62
2014-12-23	1.337	1.923	0.38
2014-12-24	1.244	1.83	-6.96
2014-12-25	1.298	1.884	4.34
2014-12-26	1.409	1.995	8.55
2014-12-29	1.408	1.994	-0.07
2014-12-30	1.437	2.023	2.06
2014-12-31	1.458	2.044	1.46
2015-01-05	1.463	2.052	0.34
2015-01-06	1.436	2.025	-1.85
2015-01-07	1.464	2.053	1.95
2015-01-08	1.414	2.003	-3.42
2015-01-09	1.42	2.009	0.42
2015-01-12	1.407	1.996	-0.92
2015-01-13	1.376	1.965	-2.2
2015-01-14	1.384	1.973	0.58
2015-01-15	1.447	2.036	4.55
2015-01-16	1.44	2.029	-0.48
2015-01-19	1.309	1.898	-9.1
2015-01-20	1.247	1.836	-4.74
2015-01-21	1.346	1.935	7.94
2015-01-22	1.352	1.941	0.45
2015-01-23	1.381	1.97	2.15
2015-01-26	1.375	1.964	-0.43
2015-01-27	1.356	1.945	-1.38
2015-01-28	1.343	1.932	-0.96
2015-01-29	1.315	1.904	-2.08
2015-01-30	1.288	1.877	-2.05
2015-02-02	1.248	1.837	-3.11
2015-02-03	1.306	1.895	4.65
2015-02-04	1.284	1.873	-1.68
2015-02-05	1.278	1.867	-0.47
2015-02-06	1.281	1.87	0.23
2015-02-09	1.332	1.921	3.98
2015-02-10	1.347	1.936	1.13
2015-02-11	1.358	1.947	0.82
2015-02-12	1.354	1.943	-0.29
2015-02-13	1.351	1.94	-0.22
2015-02-16	1.349	1.938	-0.15
2015-02-17	1.364	1.953	1.11
2015-02-25	1.328	1.917	-2.64
2015-02-26	1.384	1.973	4.22
2015-02-27	1.376	1.965	-0.58
2015-03-02	1.389	1.978	0.94
2015-03-03	1.334	1.923	-3.96
2015-03-04	1.335	1.924	0.08
2015-03-05	1.329	1.918	-0.45
2015-03-06	1.319	1.908	-0.75
2015-03-09	1.306	1.895	-0.99
2015-03-10	1.299	1.888	-0.54
2015-03-11	1.304	1.893	0.38
2015-03-12	1.341	1.93	2.84
2015-03-13	1.341	1.93	0.0
2015-03-16	1.382	1.971	3.06
2015-03-17	1.412	2.001	2.17
2015-03-18	1.438	2.027	1.84
2015-03-19	1.42	2.009	-1.25
2015-03-20	1.491	2.08	5.0
2015-03-23	1.513	2.102	1.48
2015-03-24	1.0	2.071	-33.91
2015-03-25	0.987	2.058	-1.3
2015-03-26	0.99	2.061	0.3
