2014-12-02	1.162	1.162	1.57
2014-12-03	1.216	1.216	4.65
2014-12-04	1.238	1.238	1.81
2014-12-05	1.19	1.19	-3.88
2014-12-08	1.165	1.165	-2.1
2014-12-09	1.099	1.099	-5.67
2014-12-10	1.171	1.171	6.55
2014-12-11	1.187	1.187	1.37
2014-12-12	1.23	1.23	3.62
2014-12-15	1.276	1.276	3.74
2014-12-16	1.266	1.266	-0.78
2014-12-17	1.256	1.256	-0.79
2014-12-18	1.241	1.241	-1.19
2014-12-19	1.191	1.191	-4.03
2014-12-22	1.085	1.085	-8.9
2014-12-23	1.056	1.056	-2.67
2014-12-24	1.086	1.086	2.84
2014-12-25	1.098	1.098	1.11
2014-12-26	1.108	1.108	0.91
2014-12-29	1.057	1.057	-4.6
2014-12-30	1.007	1.007	-4.73
2014-12-31	1.021	1.021	1.39
2015-01-05	1.013	1.013	-0.78
2015-01-06	1.111	1.111	9.67
2015-01-07	1.089	1.089	-1.98
2015-01-08	1.101	1.101	1.1
2015-01-09	1.103	1.103	0.18
2015-01-12	1.132	1.132	2.63
2015-01-13	1.15	1.15	1.59
2015-01-14	1.132	1.132	-1.57
2015-01-15	1.132	1.132	0.0
2015-01-16	1.197	1.197	5.74
2015-01-19	1.183	1.183	-1.17
2015-01-20	1.275	1.275	7.78
2015-01-21	1.303	1.303	2.2
2015-01-22	1.328	1.328	1.92
2015-01-23	1.266	1.266	-4.67
2015-01-26	1.322	1.322	4.42
2015-01-27	1.326	1.326	0.3
2015-01-28	1.307	1.307	-1.43
2015-01-29	1.281	1.281	-1.99
2015-01-30	1.241	1.241	-3.12
2015-02-02	1.261	1.261	1.61
2015-02-03	1.326	1.326	5.15
2015-02-04	1.332	1.332	0.45
2015-02-05	1.352	1.352	1.5
2015-02-06	1.294	1.294	-4.29
2015-02-09	1.265	1.265	-2.24
2015-02-10	1.313	1.313	3.79
2015-02-11	1.345	1.345	2.44
2015-02-12	1.365	1.365	1.49
2015-02-13	1.413	1.413	3.52
2015-02-16	1.5	1.5	6.16
2015-02-17	1.494	1.494	-0.4
2015-02-25	1.469	1.469	-1.67
2015-02-26	1.47	1.47	0.07
2015-02-27	1.528	1.528	3.95
2015-03-02	1.598	1.598	4.58
2015-03-03	1.568	1.568	-1.88
2015-03-04	1.627	1.627	3.76
2015-03-05	1.635	1.635	0.49
2015-03-06	1.555	1.555	-4.89
2015-03-09	1.609	1.609	3.47
2015-03-10	1.67	1.67	3.79
2015-03-11	1.658	1.658	-0.72
2015-03-12	1.636	1.636	-1.33
2015-03-13	1.7	1.7	3.91
2015-03-16	1.795	1.795	5.59
2015-03-17	1.789	1.789	-0.33
2015-03-18	1.849	1.849	3.35
2015-03-19	1.855	1.855	0.32
2015-03-20	1.901	1.901	2.48
2015-03-23	2.008	2.008	5.63
2015-03-24	1.0	2.086	-50.2
2015-03-25	1.022	2.108	2.2
2015-03-26	0.966	2.052	-5.48
